time,signal1,signal2
35335,-15.99,-0.50
35336,-13.50,3.57
35337,-12.68,0.95
35338,-14.35,-0.07
35339,-13.85,1.77
35340,-16.53,-0.14
35341,-15.64,2.22
35342,-13.24,1.02
35343,-12.18,4.82
35344,-16.48,-2.90
35345,-17.08,1.98
35346,-13.01,-0.13
35347,-14.94,0.84
35348,-17.08,0.45
35349,-12.07,0.84
35350,-14.65,-1.10
35351,-13.94,0.92
35352,-14.51,2.52
35353,-15.29,-0.10
35354,-12.58,1.33
35355,-10.34,0.86
35356,-16.73,0.53
35357,-9.73,0.88
35358,-9.08,-1.55
35359,-14.92,-1.03
35360,-13.96,1.61
35361,-10.16,0.25
35362,-15.33,1.58
35363,-9.49,-1.86
35364,-9.67,-0.36
35365,-13.87,-0.12
35366,-11.88,2.85
35367,-8.99,0.22
35368,-18.27,0.37
35369,-9.72,1.37
35370,-9.41,3.71
35371,-12.51,-0.24
35372,-13.41,0.30
35373,-9.17,-2.51
35374,-12.69,-2.49
35375,-7.66,5.29
35376,-12.15,1.17
35377,-9.89,-2.35
35378,-11.02,0.18
35379,-10.00,-0.56
35380,-7.16,0.44
35381,-8.00,-2.99
35382,-12.32,-1.45
35383,-9.48,-2.05
35384,-10.11,1.34
35385,-9.51,0.73
35386,-13.84,0.34
35387,-10.55,-1.50
35388,-16.36,1.16
35389,-9.11,-1.51
35390,-11.59,1.88
35391,-12.18,0.85
35392,-8.54,2.81
35393,-14.76,-2.70
35394,-10.97,2.17
35395,-9.64,2.16
35396,-10.14,-1.57
35397,-11.30,0.51
35398,-9.03,1.14
35399,-10.47,1.82
35400,-9.07,-0.62
35401,-10.39,3.41
35402,-4.78,4.48
35403,-10.59,-0.15
35404,-8.58,-1.47
35405,-8.35,2.96
35406,-10.92,-1.59
35407,-12.10,-0.28
35408,-13.47,5.48
35409,-11.03,-2.97
35410,-9.20,-0.13
35411,-7.82,0.14
35412,-6.28,2.68
35413,-9.32,-4.09
35414,-6.16,-0.14
35415,-8.04,1.73
35416,-6.00,4.12
35417,-10.36,3.62
35418,-7.86,0.55
35419,-9.89,3.17
35420,-9.19,2.13
35421,-10.22,-3.83
35422,-9.02,-2.46
35423,-8.84,2.45
35424,-9.63,-0.12
35425,-7.62,1.24
35426,-9.14,2.31
35427,-9.59,-3.22
35428,-7.73,-1.99
35429,-8.28,1.89
35430,-7.09,-3.03
35431,-9.66,-0.06
35432,-12.00,-0.20
35433,-12.34,-1.41
35434,-7.15,-1.53
35435,-7.38,-1.76
35436,-9.28,-0.34
35437,-2.27,-0.67
35438,-7.07,0.30
35439,-9.26,0.62
35440,-6.00,-1.20
35441,-2.66,-2.96
35442,-5.85,0.50
35443,-5.87,-1.55
35444,-9.28,-0.95
35445,-4.65,-2.89
35446,-5.59,1.49
35447,-9.48,1.10
35448,-8.85,2.49
35449,-10.56,3.91
35450,-11.17,-1.97
35451,-5.53,2.23
35452,-8.53,-0.30
35453,-5.40,-0.11
35454,-3.81,-3.66
35455,-8.11,2.56
35456,-5.72,0.72
35457,-4.90,2.37
35458,-4.34,-0.74
35459,-9.18,2.66
35460,-6.13,2.18
35461,-8.12,0.65
35462,-4.87,1.92
35463,-8.97,1.50
35464,-3.21,1.41
35465,-6.73,0.14
35466,-9.30,1.92
35467,-1.85,2.63
35468,-9.05,1.11
35469,-4.64,2.64
35470,-4.97,0.09
35471,-8.36,1.92
35472,-6.22,-3.35
35473,-5.99,2.51
35474,-6.56,-0.48
35475,-8.25,-2.41
35476,-4.99,1.07
35477,-5.62,-0.71
35478,-7.21,1.21
35479,-3.32,-2.91
35480,-2.16,0.57
35481,-5.76,-1.13
35482,-4.83,0.10
35483,-4.98,1.59
35484,-4.69,0.29
35485,-5.15,-1.41
35486,-8.52,1.88
35487,-5.41,-2.32
35488,-4.64,-0.68
35489,-7.03,0.30
35490,-7.21,0.17
35491,-5.68,-0.17
35492,-2.51,1.61
35493,-5.70,2.89
35494,-9.95,0.18
35495,-1.68,0.10
35496,-4.46,-0.11
35497,-5.63,-3.67
35498,-5.76,3.94
35499,-3.69,-0.76
35500,-5.43,-0.33
35501,-3.89,2.22
35502,-3.94,4.13
35503,-1.49,-1.16
35504,-3.27,0.52
35505,-3.41,1.41
35506,-2.03,0.71
35507,-2.95,3.67
35508,-5.77,2.45
35509,-5.80,-1.25
35510,-4.77,-0.86
35511,-6.61,-1.06
35512,-3.44,-2.87
35513,-2.72,-1.11
35514,-5.49,-3.00
35515,-2.37,3.08
35516,-1.10,1.46
35517,-7.15,1.38
35518,-6.54,-0.18
35519,-4.56,1.10
35520,-4.66,1.03
35521,-1.26,-0.39
35522,-4.64,2.39
35523,-4.02,-0.15
35524,-4.28,-3.08
35525,-7.88,-2.15
35526,-3.86,-1.80
35527,-1.88,-2.39
35528,-2.18,3.72
35529,-3.23,0.86
35530,-3.69,-2.15
35531,-3.03,-1.75
35532,-4.18,-0.29
35533,-3.11,-0.46
35534,-4.80,0.07
35535,-3.38,3.87
35536,-3.72,-2.76
35537,-1.92,3.09
35538,-3.85,2.78
35539,-5.52,-2.18
35540,-2.68,4.63
35541,-1.02,-1.16
35542,1.32,-2.52
35543,-1.46,2.11
35544,-2.62,0.08
35545,-4.55,2.81
35546,-6.70,1.87
35547,-3.19,0.24
35548,-5.87,0.17
35549,-1.00,0.54
35550,-2.46,-3.34
35551,-6.61,0.33
35552,-3.95,-1.01
35553,-2.40,1.48
35554,-3.59,1.84
35555,1.57,1.27
35556,0.73,-0.18
35557,1.76,-2.05
35558,2.62,1.87
35559,0.07,-1.66
35560,-0.74,0.84
35561,-4.07,-1.75
35562,-6.19,0.01
35563,-4.99,-0.99
35564,-3.04,-4.61
35565,-0.66,1.39
35566,-3.99,-0.44
35567,-3.10,0.63
35568,-4.52,1.70
35569,2.37,-0.63
35570,-2.98,2.72
35571,0.44,0.79
35572,1.33,-2.57
35573,-3.27,-5.99
35574,-1.39,-3.89
35575,-2.91,1.56
35576,-1.45,2.98
35577,-3.11,0.14
35578,-0.29,-3.35
35579,-2.16,3.67
35580,-2.55,0.55
35581,-4.37,-2.51
35582,-0.59,2.25
35583,-3.86,1.34
35584,-3.04,1.31
35585,-2.57,-0.32
35586,2.76,1.40
35587,-1.42,-1.95
35588,0.64,-0.79
35589,-0.55,-0.52
35590,-0.66,-1.79
35591,-3.90,-2.33
35592,-4.62,-2.05
35593,-3.49,0.66
35594,-0.81,-3.98
35595,0.24,-2.53
35596,-2.08,-0.09
35597,-4.14,0.34
35598,-2.25,3.52
35599,-2.93,0.76
35600,-1.82,-1.56
35601,1.78,1.89
35602,0.15,1.04
35603,2.31,-1.77
35604,0.57,0.79
35605,-1.14,-1.09
35606,-4.04,-1.35
35607,-1.61,-3.08
35608,-4.51,0.78
35609,1.87,-0.49
35610,1.52,-4.03
35611,-1.94,1.61
35612,-5.07,3.62
35613,-2.11,7.16
35614,-0.96,-0.98
35615,0.79,-0.20
35616,-0.92,-1.52
35617,2.03,-2.05
35618,-1.81,-2.49
35619,-2.51,1.36
35620,-7.17,-1.86
35621,-2.78,0.08
35622,-2.90,1.42
35623,-3.73,-0.65
35624,-6.54,5.83
35625,-2.20,3.47
35626,-4.10,0.62
35627,-1.80,1.57
35628,-2.69,-3.73
35629,-0.24,-1.35
35630,0.56,-1.75
35631,-1.27,-0.21
35632,-1.03,-0.76
35633,-1.52,-1.16
35634,-1.60,0.43
35635,-2.06,0.90
35636,-1.23,-2.37
35637,6.09,-2.12
35638,0.86,0.08
35639,2.11,-0.32
35640,1.71,1.27
35641,-4.95,2.40
35642,0.81,1.79
35643,0.75,0.12
35644,-3.34,-0.42
35645,-2.85,-3.14
35646,-0.87,-0.33
35647,-1.68,0.66
35648,-4.39,1.14
35649,-3.96,-2.59
35650,-0.70,0.04
35651,2.41,-0.98
35652,1.00,-2.92
35653,-1.30,-0.17
35654,-3.55,0.82
35655,0.51,4.66
35656,-0.87,1.09
35657,1.53,-1.59
35658,0.25,-4.12
35659,-3.93,-1.52
35660,-1.49,-0.21
35661,0.50,2.55
35662,-4.75,-1.41
35663,4.45,1.67
35664,0.44,2.50
35665,-0.18,1.36
35666,-0.18,0.42
35667,2.21,1.72
35668,-1.01,-0.40
35669,-2.99,0.45
35670,-1.21,-1.25
35671,2.89,0.68
35672,-3.31,0.43
35673,0.57,-3.33
35674,-1.35,1.29
35675,-5.86,2.65
35676,-2.92,-0.76
35677,-4.23,0.37
35678,-0.28,-1.87
35679,-2.72,-3.34
35680,-2.62,-0.15
35681,-4.36,-3.11
35682,-3.54,-2.32
35683,0.94,1.05
35684,0.95,-1.31
35685,-2.04,-3.18
35686,-3.23,0.78
35687,1.60,1.00
35688,0.76,0.19
35689,5.47,-1.00
35690,-0.13,3.05
35691,-3.01,4.17
35692,4.64,-1.87
35693,-0.72,-0.34
35694,1.83,-1.20
35695,1.33,0.52
35696,-0.61,-2.58
35697,0.05,-2.82
35698,-0.05,-0.25
35699,0.65,-0.24
35700,-2.20,2.99
35701,0.14,0.53
35702,2.79,-1.71
35703,1.42,2.06
35704,-2.83,-3.08
35705,1.11,-5.38
35706,-2.81,1.78
35707,-2.72,-0.16
35708,2.53,2.79
35709,0.70,-1.00
35710,0.23,-1.71
35711,2.93,2.51
35712,-0.73,-2.47
35713,2.30,-2.16
35714,0.98,2.35
35715,0.52,-1.77
35716,-2.51,-0.25
35717,-0.93,-1.89
35718,-2.04,-0.61
35719,-3.14,0.71
35720,3.65,-0.19
35721,2.46,2.90
35722,-0.72,1.94
35723,-0.90,-3.70
35724,-2.21,0.72
35725,0.07,0.90
35726,-3.93,-0.94
35727,-1.41,0.44
35728,2.44,0.37
35729,0.90,-0.70
35730,1.48,0.62
35731,-1.49,-0.35
35732,-0.84,0.46
35733,-1.05,-0.93
35734,1.06,-0.56
35735,-1.37,3.01
35736,-0.71,-0.62
35737,-0.75,1.55
35738,-0.77,0.15
35739,-3.16,1.05
35740,1.00,-1.34
35741,-0.72,2.88
35742,-0.45,1.06
35743,-0.90,0.09
35744,-1.94,-5.18
35745,-0.28,2.48
35746,-2.42,-1.36
35747,0.79,-2.64
35748,1.94,-2.29
35749,-1.73,-3.77
35750,0.10,-2.59
35751,1.65,-0.42
35752,-0.95,1.37
35753,1.28,-1.34
35754,2.45,2.58
35755,-1.01,-3.35
35756,-2.12,-2.66
35757,3.68,-3.40
35758,1.73,0.36
35759,0.08,1.24
35760,-2.04,0.76
35761,1.74,2.95
35762,-1.16,-1.44
35763,-0.09,2.03
35764,0.22,-2.21
35765,-0.59,0.32
35766,0.60,-3.01
35767,-1.98,-0.28
35768,1.66,4.64
35769,-0.49,0.63
35770,-0.58,2.02
35771,3.38,2.49
35772,0.43,2.05
35773,-1.60,3.44
35774,1.59,4.94
35775,-0.88,-1.46
35776,-0.06,-4.56
35777,0.45,-0.69
35778,-3.11,2.81
35779,0.42,-3.80
35780,2.65,0.02
35781,1.01,0.69
35782,1.92,-2.36
35783,-0.68,3.16
35784,1.17,-0.14
35785,0.60,-3.06
35786,-1.27,-0.78
35787,1.07,0.27
35788,2.83,1.38
35789,4.38,-1.69
35790,2.53,0.54
35791,0.01,2.67
35792,-1.37,3.85
35793,-5.60,2.75
35794,1.09,0.95
35795,1.22,-0.10
35796,1.62,0.87
35797,-3.77,0.82
35798,-0.55,0.16
35799,0.34,3.51
35800,-0.10,-3.21
35801,-0.45,1.89
35802,2.73,0.57
35803,-0.08,-2.22
35804,-3.03,1.59
35805,-1.67,1.57
35806,2.20,2.02
35807,0.59,-3.35
35808,-1.01,-2.70
35809,-1.87,1.30
35810,-1.36,0.32
35811,-0.45,-2.49
35812,0.95,-0.73
35813,-1.53,-0.52
35814,-0.21,0.01
35815,0.76,0.03
35816,2.21,2.14
35817,-5.54,-2.66
35818,-0.43,-0.40
35819,3.87,-3.08
35820,-0.20,2.39
35821,-0.33,0.26
35822,-0.42,-0.03
35823,-4.87,1.89
35824,-3.24,1.31
35825,0.11,1.41
35826,-1.47,-0.70
35827,-2.85,-0.60
35828,4.92,-2.01
35829,0.57,5.57
35830,0.22,-2.51
35831,1.70,-3.81
35832,-2.42,-0.69
35833,-0.45,1.77
35834,-4.77,-0.22
35835,1.68,-3.61
35836,-0.94,-0.44
35837,-0.71,-2.36
35838,1.72,-1.10
35839,-2.39,-1.76
35840,-1.44,4.16
35841,0.97,-1.79
35842,0.24,0.66
35843,-2.73,2.68
35844,4.81,1.20
35845,0.55,1.32
35846,-1.33,-1.76
35847,2.32,-0.72
35848,1.69,-0.77
35849,0.93,1.97
35850,0.35,1.10
35851,-3.86,0.70
35852,-1.75,-1.98
35853,0.81,1.30
35854,-0.17,-0.38
35855,-1.03,0.41
35856,-0.26,1.17
35857,-3.42,3.44
35858,-0.40,-1.71
35859,2.46,3.07
35860,3.42,-0.15
35861,-0.59,-1.26
35862,2.66,0.40
35863,-3.74,0.17
35864,0.73,4.36
35865,0.51,1.42
35866,5.52,0.45
35867,2.99,-0.35
35868,-0.63,-2.41
35869,-1.54,0.22
35870,1.11,-0.59
35871,3.87,-1.09
35872,-1.86,2.98
35873,0.06,-1.03
35874,1.46,0.24
35875,-2.44,2.74
35876,0.58,-0.46
35877,2.07,0.89
35878,0.95,0.94
35879,-1.62,1.45
35880,-0.89,1.74
35881,0.70,-1.55
35882,-1.72,-4.14
35883,-0.07,1.70
35884,-0.72,1.05
35885,0.26,-3.44
35886,0.69,2.60
35887,1.13,1.67
35888,2.54,-2.02
35889,-1.77,-0.84
35890,1.55,0.12
35891,-0.34,-0.80
35892,1.43,2.87
35893,-1.27,2.40
35894,-4.45,3.23
35895,3.33,-0.98
35896,-2.51,1.05
35897,1.74,-0.21
35898,2.79,2.87
35899,1.66,-2.40
35900,2.29,0.13
35901,-1.57,1.31
35902,-0.81,0.10
35903,2.09,0.76
35904,-1.80,-1.45
35905,1.28,2.17
35906,1.35,2.23
35907,3.37,-1.74
35908,0.78,-1.75
35909,1.11,2.71
35910,-4.23,-0.85
35911,4.14,-0.63
35912,-0.86,-0.46
35913,-0.38,3.47
35914,-1.83,4.17
35915,-0.59,-1.71
35916,-0.47,-0.17
35917,-1.06,-0.45
35918,-1.39,-0.54
35919,3.67,0.32
35920,-2.30,-1.86
35921,1.01,3.24
35922,0.47,0.35
35923,-0.61,-1.31
35924,1.19,-2.16
35925,2.66,1.87
35926,2.83,-2.53
35927,0.81,-1.41
35928,-3.64,-0.57
35929,-1.29,1.63
35930,-0.14,0.68
35931,0.00,-4.64
35932,-1.91,-1.21
35933,-0.65,-5.77
35934,-1.38,1.32
35935,3.63,-0.88
35936,6.39,0.15
35937,-0.26,1.23
35938,1.14,-1.10
35939,-0.93,0.11
35940,1.14,-3.15
35941,0.35,1.17
35942,-2.81,0.27
35943,2.75,2.93
35944,2.83,1.66
35945,0.48,1.24
35946,2.43,2.84
35947,-0.21,-1.06
35948,0.75,-2.65
35949,-2.82,1.35
35950,4.97,0.60
35951,1.13,-1.68
35952,-2.30,-0.05
35953,-0.39,0.28
35954,2.07,0.22
35955,-0.63,1.80
35956,-2.59,4.05
35957,1.22,0.78
35958,-3.81,-1.22
35959,-2.54,0.21
35960,-2.54,2.98
35961,2.63,-0.72
35962,-3.11,-4.42
35963,0.31,-0.85
35964,-1.55,-1.58
35965,2.69,0.09
35966,1.95,-1.73
35967,-3.97,4.61
35968,1.47,1.41
35969,-0.49,-3.19
35970,-4.30,-0.10
35971,-0.96,2.59
35972,1.05,1.55
35973,-0.49,-1.47
35974,0.59,1.18
35975,0.89,0.37
35976,2.11,1.05
35977,0.27,2.96
35978,-1.61,-0.25
35979,-1.12,1.43
35980,-4.95,1.40
35981,2.69,-0.03
35982,-1.36,-0.63
35983,-0.54,-2.56
35984,2.69,-0.61
35985,-3.99,-0.34
35986,0.38,3.00
35987,-2.09,-2.77
35988,-0.89,0.51
35989,3.03,1.18
35990,0.61,0.45
35991,-0.04,0.36
35992,-0.15,1.08
35993,1.07,0.02
35994,1.84,1.09
35995,-0.24,-1.06
35996,2.74,4.23
35997,0.13,1.57
35998,-2.49,-1.86
35999,-1.25,0.67
36000,-1.34,-1.19
36001,3.50,1.07
36002,-0.99,1.12
36003,0.07,1.48
36004,0.78,-2.36
36005,-0.39,-0.30
36006,-1.48,-1.81
36007,-1.28,-0.71
36008,-3.35,-1.14
36009,-2.48,1.90
36010,-0.64,1.44
36011,-1.06,2.76
36012,-0.94,0.63
36013,-0.85,0.46
36014,-2.62,-0.32
36015,-0.09,1.61
36016,0.92,0.49
36017,0.15,1.80
36018,1.37,-3.52
36019,-0.65,-0.78
36020,5.43,0.08
36021,0.68,-0.01
36022,0.31,-0.03
36023,0.04,-2.38
36024,-0.44,-1.04
36025,-4.39,3.29
36026,-0.05,0.62
36027,0.78,0.61
36028,2.37,3.87
36029,-0.16,1.01
36030,2.04,0.10
36031,-1.72,0.11
36032,-0.71,-2.04
36033,-3.59,-1.46
36034,1.74,-1.09
36035,-1.18,0.33
36036,-1.04,-1.65
36037,2.14,0.42
36038,0.13,1.49
36039,-0.87,-0.03
36040,2.89,-2.57
36041,0.38,1.65
36042,1.13,3.08
36043,1.72,2.89
36044,0.48,0.65
36045,-1.66,2.10
36046,-0.40,4.14
36047,-1.98,2.61
36048,1.45,-0.84
36049,2.14,-0.15
36050,-1.04,-1.32
36051,3.86,-2.90
36052,-0.90,-0.36
36053,2.45,-1.05
36054,1.49,1.41
36055,-1.31,-5.59
36056,-2.45,1.19
36057,-1.19,-2.67
36058,-0.03,-0.38
36059,0.73,1.34
36060,-2.37,-2.47
36061,1.26,-0.09
36062,0.37,-2.23
36063,-0.61,-1.52
36064,0.31,0.15
36065,0.97,-0.60
36066,-2.48,1.08
36067,0.89,1.39
36068,-1.90,0.25
36069,2.92,0.84
36070,-2.73,0.96
36071,1.05,1.13
36072,-2.43,-2.10
36073,-3.41,-1.38
36074,3.51,1.48
36075,-0.40,0.22
36076,-0.80,0.69
36077,-0.81,-0.31
36078,-1.68,-2.41
36079,3.67,1.20
36080,1.03,3.84
36081,0.75,4.58
36082,-3.07,0.04
36083,-0.05,-3.91
36084,0.47,-0.77
36085,-1.83,2.00
36086,-0.52,-0.86
36087,1.48,1.28
36088,0.25,-2.37
36089,-0.09,-1.47
36090,-4.25,-0.29
36091,2.86,0.87
36092,-3.07,1.11
36093,0.83,-0.03
36094,1.06,0.19
36095,0.76,3.32
36096,2.04,1.98
36097,-1.62,-4.41
36098,1.40,-0.07
36099,-2.89,-0.81
36100,-0.70,0.15
36101,0.49,-0.42
36102,1.93,-0.65
36103,5.21,0.75
36104,1.91,0.18
36105,0.97,3.20
36106,1.18,0.01
36107,4.56,-1.30
36108,0.28,-1.13
36109,-3.68,-0.46
36110,-3.90,-1.21
36111,-1.62,-1.20
36112,-0.39,-2.45
36113,0.70,-0.18
36114,1.75,2.99
36115,-0.01,-0.60
36116,5.68,1.56
36117,0.23,0.31
36118,0.89,0.60
36119,0.42,0.51
36120,0.09,-1.08
36121,1.67,1.03
36122,3.12,0.41
36123,3.11,3.41
36124,-0.03,-0.82
36125,0.86,0.08
36126,-0.16,-1.18
36127,2.52,1.23
36128,1.26,-0.40
36129,1.96,-3.21
36130,-2.86,-1.15
36131,-2.83,0.32
36132,-1.51,-1.06
36133,1.75,-0.89
36134,1.43,-0.22
36135,-2.27,-0.31
36136,-1.41,0.04
36137,0.63,0.88
36138,-0.26,-0.15
36139,1.88,3.23
36140,-0.40,2.84
36141,3.58,3.65
36142,0.01,-2.41
36143,1.55,-0.60
36144,0.09,-1.97
36145,-1.62,1.08
36146,0.84,3.51
36147,-4.43,1.46
36148,3.77,-2.96
36149,-0.25,-0.20
36150,-2.19,1.36
36151,0.34,3.68
36152,0.50,-1.87
36153,-0.18,1.41
36154,0.62,1.89
36155,1.15,0.69
36156,-2.46,-2.19
36157,-3.61,0.69
36158,5.57,0.65
36159,-1.01,-0.09
36160,-2.43,-0.01
36161,-1.05,0.04
36162,-1.05,0.81
36163,2.56,1.07
36164,0.43,0.24
36165,-3.96,-1.36
36166,-4.41,-1.11
36167,-2.64,-0.22
36168,2.26,-1.14
36169,0.21,-3.36
36170,-0.35,-0.60
36171,0.09,-0.67
36172,1.14,1.09
36173,1.42,0.58
36174,-1.29,-0.68
36175,1.77,-1.16
36176,1.61,-0.18
36177,3.48,-3.70
36178,-1.76,2.42
36179,2.59,-0.46
36180,-0.93,1.83
36181,1.28,-0.78
36182,0.06,1.23
36183,-1.57,3.99
36184,-1.56,-1.51
36185,1.07,-2.63
36186,-0.80,4.00
36187,2.38,1.62
36188,1.92,-0.67
36189,-0.62,0.85
36190,0.16,2.37
36191,-2.13,-1.53
36192,0.29,2.53
36193,0.17,-0.47
36194,1.76,-0.30
36195,4.01,1.33
36196,1.22,-3.16
36197,-3.13,2.39
36198,-0.50,3.48
36199,-1.82,0.39
36200,-0.26,-1.97
36201,-0.86,-0.71
36202,-0.90,0.35
36203,0.33,-0.30
36204,2.33,2.16
36205,-0.66,0.24
36206,2.70,-0.45
36207,6.19,-2.57
36208,0.62,2.14
36209,3.84,-0.73
36210,-1.83,-0.76
36211,-0.76,1.53
36212,-4.56,0.69
36213,0.65,0.15
36214,0.18,3.96
36215,-1.46,-4.66
36216,-2.21,-0.36
36217,0.33,-0.97
36218,-0.59,1.68
36219,3.07,-1.66
36220,-0.56,-1.09
36221,0.79,1.80
36222,1.41,-1.94
36223,-2.09,-1.27
36224,-2.73,-0.69
36225,-5.03,-3.10
36226,2.12,-2.59
36227,-4.76,2.07
36228,-1.68,-2.18
36229,1.40,-0.07
36230,1.27,-0.07
36231,1.69,3.46
36232,2.03,1.51
36233,2.74,-0.02
36234,-2.66,2.59
36235,-2.52,0.89
36236,2.41,0.25
36237,0.77,-0.98
36238,-0.91,0.73
36239,-3.94,1.52
36240,0.82,0.69
36241,-2.08,-0.50
36242,-0.55,0.73
36243,0.37,2.94
36244,2.02,-2.21
36245,1.47,1.59
36246,-1.03,2.95
36247,0.57,0.68
36248,1.66,-1.63
36249,-0.33,2.57
36250,-0.41,0.78
36251,-0.32,-1.88
36252,1.05,-1.60
36253,-2.63,1.56
36254,-3.40,-1.37
36255,0.88,0.42
36256,0.26,-2.19
36257,-1.02,4.70
36258,1.46,2.21
36259,2.29,0.39
36260,-2.01,-1.90
36261,0.84,-2.58
36262,-1.83,-0.42
36263,-3.56,-1.28
36264,1.66,-1.55
36265,-3.89,-0.34
36266,0.56,-0.71
36267,1.24,0.32
36268,3.36,-0.16
36269,-0.59,-0.89
36270,2.29,-0.81
36271,0.13,3.69
36272,-0.75,0.57
36273,-0.41,1.70
36274,3.06,2.89
36275,-1.72,1.21
36276,-0.88,-2.95
36277,-1.91,0.45
36278,-2.96,2.69
36279,-1.09,-0.49
36280,-0.75,-3.39
36281,-0.25,-0.74
36282,-2.98,2.71
36283,3.83,-0.28
36284,1.37,1.56
36285,-0.55,-1.36
36286,-0.57,-1.90
36287,-0.08,2.86
36288,-1.74,1.03
36289,4.31,3.33
36290,-0.63,-1.55
36291,-1.20,0.13
36292,-1.33,1.66
36293,0.05,-0.92
36294,-2.18,1.16
36295,-0.34,0.84
36296,-3.12,3.10
36297,2.11,2.96
36298,-1.72,1.25
36299,0.86,2.88
36300,1.63,-2.52
36301,1.87,-0.87
36302,0.73,0.77
36303,0.25,-1.17
36304,-0.70,2.03
36305,-2.03,0.56
36306,1.51,1.20
36307,-3.66,-2.71
36308,-4.25,1.67
36309,0.42,5.54
36310,-1.67,2.61
36311,-1.70,-0.43
36312,0.58,-0.91
36313,-2.31,-2.86
36314,0.11,4.02
36315,-0.69,0.08
36316,-3.11,-1.80
36317,-1.08,0.15
36318,0.48,-4.70
36319,2.52,-2.71
36320,-1.63,2.47
36321,-1.49,1.45
36322,1.84,-1.64
36323,3.00,-2.54
36324,0.19,5.00
36325,-4.68,0.73
36326,-1.56,1.00
36327,-0.03,1.13
36328,1.84,3.58
36329,-0.05,-1.08
36330,-1.32,0.10
36331,1.79,1.91
36332,-2.60,-2.07
36333,1.52,-0.62
36334,3.37,0.50
36335,1.09,0.69
36336,-2.82,-0.57
36337,-2.02,-0.03
36338,1.43,-1.43
36339,-0.93,-0.36
36340,-0.95,-1.79
36341,0.34,2.44
36342,-1.28,2.28
36343,-0.04,-4.01
36344,-4.27,1.78
36345,2.24,-0.09
36346,-1.33,1.00
36347,0.36,2.83
36348,-0.59,-2.40
36349,2.51,-1.33
36350,-1.22,2.33
36351,1.12,-0.24
36352,2.48,-0.72
36353,1.80,2.63
36354,-0.70,-0.15
36355,-2.69,1.20
36356,-1.90,0.95
36357,-3.21,2.43
36358,-0.42,0.70
36359,-2.48,1.16
36360,2.49,1.47
36361,-3.62,-0.69
36362,-0.08,-0.33
36363,-1.26,2.27
36364,-0.07,0.27
36365,-1.79,-2.88
36366,-0.85,-1.32
36367,-1.81,-1.66
36368,3.76,4.83
36369,3.43,2.06
36370,2.98,-0.57
36371,-0.88,0.68
36372,0.28,-1.89
36373,-2.59,-0.61
36374,-0.82,-1.96
36375,3.06,1.03
36376,2.24,0.88
36377,-0.94,4.63
36378,0.82,-0.97
36379,-5.02,0.07
36380,0.35,2.33
36381,3.07,-2.40
36382,-1.10,1.90
36383,1.15,-2.63
36384,0.82,0.50
36385,-5.51,-0.30
36386,2.14,-1.13
36387,0.59,-2.17
36388,1.95,1.42
36389,-2.76,2.57
36390,1.10,-1.73
36391,-2.82,-3.33
36392,-1.66,-0.71
36393,-1.11,1.64
36394,-0.31,-0.29
36395,0.06,-1.14
36396,1.53,1.03
36397,1.44,1.29
36398,-1.16,-1.34
36399,-1.89,-1.92
36400,-3.02,-2.12
36401,2.48,1.74
36402,0.14,-1.63
36403,0.70,-0.54
36404,5.03,-1.80
36405,5.05,1.45
36406,-1.26,-0.73
36407,0.59,2.14
36408,-0.52,1.19
36409,-0.67,0.65
36410,2.05,0.74
36411,-4.18,0.81
36412,-2.66,0.21
36413,1.45,-0.79
36414,2.88,-1.19
36415,1.42,-1.97
36416,-0.00,-2.32
36417,-0.40,2.48
36418,-1.51,0.71
36419,0.12,0.40
36420,1.03,1.54
36421,-3.16,-0.28
36422,0.23,2.17
36423,1.13,0.15
36424,0.26,-0.96
36425,-1.65,4.19
36426,-1.32,-0.52
36427,-3.60,3.90
36428,1.37,0.49
36429,-1.75,-0.39
36430,-0.63,-0.93
36431,-0.50,1.24
36432,-1.39,-2.79
36433,1.88,-4.43
36434,1.23,-2.66
36435,-1.40,-3.22
36436,-0.71,-2.60
36437,-3.22,2.63
36438,-0.79,0.63
36439,-0.22,-1.11
36440,-0.93,-2.26
36441,0.09,-0.57
36442,-1.98,-1.67
36443,-1.07,-1.12
36444,-0.92,-3.56
36445,-0.06,2.85
36446,1.41,0.02
36447,3.43,1.50
36448,-0.66,2.11
36449,-2.99,2.36
36450,0.04,-0.15
36451,1.47,0.31
36452,2.17,-0.33
36453,3.31,1.82
36454,5.27,0.05
36455,2.29,-1.99
36456,1.72,-2.23
36457,-2.51,-1.16
36458,1.44,-1.41
36459,3.95,-2.51
36460,-2.13,-4.54
36461,0.10,-0.35
36462,0.43,1.88
36463,1.08,2.67
36464,0.74,0.08
36465,-1.26,1.53
36466,-2.31,-0.35
36467,-0.43,-0.03
36468,-1.26,-0.76
36469,-0.47,-2.81
36470,1.47,-1.14
36471,0.13,-0.61
36472,-2.66,0.59
36473,1.86,-2.90
36474,5.09,0.17
36475,-2.06,1.15
36476,1.31,-1.84
36477,-0.19,1.88
36478,-6.14,2.99
36479,4.32,1.05
36480,0.60,-1.37
36481,-1.77,0.07
36482,-3.16,-1.15
36483,-0.80,-1.89
36484,-2.14,2.01
36485,0.75,-0.43
36486,-0.62,-0.60
36487,-1.71,0.73
36488,-0.17,-2.03
36489,-0.52,1.62
36490,-1.63,-0.71
